PV MassSpec-24.10.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPORTED RUN DATA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Run Path and Name: C:\Pfeiffer Vacuum\data\007-30-2026\400c-100h-ch4.isi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/30/2026 12:18:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SensorID:  RGA PrismaPro A 200 47505932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39 Bins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4157 TimePoints;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time Relative (sec);Time Absolute (UTC);Time Absolute (Date_Time);Step;Ionizer_State;Pressure_(mBar);External_Pressure_(mBar);12_amu_(Methane_/_CH4);13_amu_(Methane_/_CH4);14_amu_(Nitrogen_/_N2);15_amu_(Methane_/_CH4);16_amu_(Oxygen_/_O2);17_amu_(Water_/_H2O);18_amu_(Water_/_H2O);22_amu_(Carbon_dioxide_/_CO2);28_amu_(Nitrogen_/_N2);29_amu_(Nitrogen_/_N2);32_amu_(Oxygen_/_O2);44_amu_(Carbon_dioxide_/_CO2);45_amu_(Carbon_dioxide_/_CO2);Periph:_Digital_In_0;Periph:_Digital_In_1;Periph:_Digital_In_13;Periph:_Digital_In_14;Periph:_Digital_In_15;Periph:_Digital_In_16;Periph:_Digital_In_17;Periph:_Digital_Out_2;Periph:_Digital_Out_3;Periph:_Digital_Out_4;Periph:_Digital_Out_5;Periph:_Digital_Out_6;Periph:_Digital_Out_7;Periph:_Digital_Out_8;Periph:_Digital_Out_9;Periph:_Digital_Out_10;Periph:_Digital_Out_11;Sig:_MCD;Sig:_MCD_CH4;Sig:_MCD_CO2;Sig:_MCD_N2;Sig:_MCD_O2
6054,522;1785412770,92;07/30/2026_13:59:30.920;1;3;2,79×10^-05;5,62×10^-06;1,63×10^-12;2,92×10^-13;2,01×10^-10;2,59×10^-12;7,00×10^-11;7,83×10^-12;2,97×10^-11;2,66×10^-13;1,26×10^-09;8,82×10^-12;2,69×10^-10;1,26×10^-11;1,75×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1674203366;0,9426805955;78,84384801;20,04605106
6056,388;1785412772,786;07/30/2026_13:59:32.786;1;3;2,78×10^-05;5,69×10^-06;1,61×10^-12;3,44×10^-13;2,01×10^-10;2,60×10^-12;7,01×10^-11;7,93×10^-12;2,98×10^-11;2,45×10^-13;1,26×10^-09;8,80×10^-12;2,68×10^-10;1,27×10^-11;2,03×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1678104019;0,9521406335;78,96426794;19,91578103
6058,255;1785412774,653;07/30/2026_13:59:34.653;1;3;2,78×10^-05;5,70×10^-06;1,61×10^-12;3,33×10^-13;2,01×10^-10;2,63×10^-12;6,97×10^-11;7,78×10^-12;2,96×10^-11;1,63×10^-13;1,26×10^-09;8,70×10^-12;2,68×10^-10;1,28×10^-11;1,91×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,170515737;0,9590422657;78,88418595;19,98625605
6060,121;1785412776,519;07/30/2026_13:59:36.519;1;3;2,79×10^-05;5,69×10^-06;1,62×10^-12;3,30×10^-13;2,00×10^-10;2,61×10^-12;7,00×10^-11;7,87×10^-12;2,97×10^-11;1,75×10^-13;1,26×10^-09;8,78×10^-12;2,68×10^-10;1,29×10^-11;1,69×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1690138665;0,9632280396;78,89428456;19,97347354
6061,987;1785412778,385;07/30/2026_13:59:38.385;1;3;2,79×10^-05;5,66×10^-06;1,62×10^-12;3,93×10^-13;2,01×10^-10;2,60×10^-12;6,99×10^-11;7,92×10^-12;2,95×10^-11;1,85×10^-13;1,26×10^-09;8,79×10^-12;2,68×10^-10;1,28×10^-11;1,78×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,168063789;0,9629173635;78,89136351;19,97765534
6063,854;1785412780,252;07/30/2026_13:59:40.252;1;3;2,79×10^-05;5,59×10^-06;1,59×10^-12;3,30×10^-13;2,01×10^-10;2,57×10^-12;7,00×10^-11;7,76×10^-12;2,95×10^-11;1,54×10^-13;1,26×10^-09;8,79×10^-12;2,69×10^-10;1,28×10^-11;2,03×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1658912783;0,9555995139;78,83515238;20,04335683
6065,72;1785412782,118;07/30/2026_13:59:42.118;1;3;2,79×10^-05;5,68×10^-06;1,58×10^-12;3,23×10^-13;2,01×10^-10;2,73×10^-12;7,07×10^-11;7,91×10^-12;3,00×10^-11;1,57×10^-13;1,27×10^-09;8,74×10^-12;2,70×10^-10;1,28×10^-11;2,27×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1751325489;0,9516168683;78,93207648;19,94117411
6067,587;1785412783,985;07/30/2026_13:59:43.985;1;3;2,78×10^-05;5,65×10^-06;1,59×10^-12;2,47×10^-13;2,01×10^-10;2,59×10^-12;6,98×10^-11;7,93×10^-12;2,96×10^-11;1,19×10^-13;1,26×10^-09;8,73×10^-12;2,69×10^-10;1,26×10^-11;1,59×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1675536817;0,9459903982;78,83051186;20,05594406
6069,453;1785412785,851;07/30/2026_13:59:45.851;1;3;2,78×10^-05;5,68×10^-06;1,55×10^-12;2,90×10^-13;2,01×10^-10;2,61×10^-12;7,02×10^-11;7,88×10^-12;2,95×10^-11;9,47×10^-14;1,27×10^-09;8,79×10^-12;2,69×10^-10;1,28×10^-11;1,07×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1680520297;0,9531016811;78,90166431;19,97718198
6071,319;1785412787,717;07/30/2026_13:59:47.717;1;3;2,78×10^-05;5,74×10^-06;1,55×10^-12;3,23×10^-13;2,01×10^-10;2,65×10^-12;7,01×10^-11;7,94×10^-12;2,96×10^-11;8,17×10^-14;1,26×10^-09;8,61×10^-12;2,70×10^-10;1,28×10^-11;1,88×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1705850386;0,9525818847;78,83963352;20,03719956
6073,186;1785412789,584;07/30/2026_13:59:49.584;1;3;2,79×10^-05;5,64×10^-06;1,54×10^-12;2,84×10^-13;2,01×10^-10;2,59×10^-12;7,00×10^-11;7,89×10^-12;2,97×10^-11;7,73×10^-14;1,26×10^-09;8,59×10^-12;2,67×10^-10;1,25×10^-11;1,80×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1676086158;0,938530497;78,98015036;19,91371053
6075,052;1785412791,45;07/30/2026_13:59:51.450;1;3;2,78×10^-05;5,66×10^-06;1,53×10^-12;2,79×10^-13;2,00×10^-10;2,64×10^-12;6,97×10^-11;7,92×10^-12;2,97×10^-11;1,21×10^-13;1,26×10^-09;8,63×10^-12;2,69×10^-10;1,29×10^-11;1,86×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1706071413;0,9671551719;78,85417381;20,00806387
6076,919;1785412793,317;07/30/2026_13:59:53.317;1;3;2,77×10^-05;5,65×10^-06;1,53×10^-12;3,11×10^-13;2,01×10^-10;2,60×10^-12;6,98×10^-11;8,01×10^-12;2,95×10^-11;4,68×10^-14;1,26×10^-09;8,56×10^-12;2,67×10^-10;1,25×10^-11;1,47×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1684887145;0,9376092883;78,9287282;19,9651738
6078,785;1785412795,183;07/30/2026_13:59:55.183;1;3;2,77×10^-05;5,61×10^-06;1,53×10^-12;2,70×10^-13;2,01×10^-10;2,60×10^-12;6,96×10^-11;7,88×10^-12;2,93×10^-11;7,46×10^-14;1,26×10^-09;8,61×10^-12;2,67×10^-10;1,27×10^-11;1,24×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1690267667;0,9564461837;78,87312081;20,00140624
6080,651;1785412797,049;07/30/2026_13:59:57.049;1;3;2,77×10^-05;5,71×10^-06;1,52×10^-12;2,54×10^-13;2,00×10^-10;2,57×10^-12;6,99×10^-11;7,84×10^-12;2,94×10^-11;2,36×10^-14;1,26×10^-09;8,60×10^-12;2,69×10^-10;1,26×10^-11;8,99×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1663719869;0,9418890098;78,84529762;20,04644138
6082,518;1785412798,916;07/30/2026_13:59:58.916;1;3;2,78×10^-05;5,70×10^-06;1,48×10^-12;2,67×10^-13;2,00×10^-10;2,62×10^-12;7,02×10^-11;7,90×10^-12;2,94×10^-11;4,22×10^-14;1,26×10^-09;8,60×10^-12;2,67×10^-10;1,26×10^-11;1,28×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,169542876;0,9445426346;78,92726664;19,95864785
6084,384;1785412800,782;07/30/2026_14:00:00.782;1;3;2,78×10^-05;5,68×10^-06;1,47×10^-12;2,65×10^-13;2,01×10^-10;2,59×10^-12;7,00×10^-11;7,74×10^-12;2,95×10^-11;1,53×10^-13;1,27×10^-09;8,60×10^-12;2,69×10^-10;1,28×10^-11;1,32×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1663384489;0,9543393722;78,96936022;19,90996196
6086,251;1785412802,649;07/30/2026_14:00:02.649;1;3;2,78×10^-05;5,60×10^-06;1,50×10^-12;2,26×10^-13;2,00×10^-10;2,60×10^-12;6,98×10^-11;8,05×10^-12;2,94×10^-11;2,17×10^-14;1,26×10^-09;8,53×10^-12;2,68×10^-10;1,25×10^-11;1,69×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1687487822;0,9380249804;78,88344884;20,00977739
6088,117;1785412804,515;07/30/2026_14:00:04.515;1;3;2,77×10^-05;5,68×10^-06;1,41×10^-12;2,22×10^-13;2,01×10^-10;2,56×10^-12;6,96×10^-11;7,76×10^-12;2,91×10^-11;3,80×10^-14;1,26×10^-09;8,58×10^-12;2,67×10^-10;1,26×10^-11;5,98×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1659945822;0,9459648056;78,88532731;20,0027133
6089,983;1785412806,381;07/30/2026_14:00:06.381;1;3;2,77×10^-05;5,64×10^-06;1,39×10^-12;2,48×10^-13;2,00×10^-10;2,56×10^-12;7,00×10^-11;7,76×10^-12;2,92×10^-11;2,53×10^-14;1,26×10^-09;8,49×10^-12;2,68×10^-10;1,25×10^-11;1,89×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1661361953;0,9361395579;78,85031651;20,04740774
6091,85;1785412808,248;07/30/2026_14:00:08.248;1;3;2,77×10^-05;5,72×10^-06;1,42×10^-12;1,98×10^-13;2,01×10^-10;2,60×10^-12;6,98×10^-11;7,78×10^-12;2,93×10^-11;2,11×10^-14;1,26×10^-09;8,55×10^-12;2,68×10^-10;1,24×10^-11;1,37×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,168357495;0,9301664234;78,91261347;19,98886262
6093,716;1785412810,114;07/30/2026_14:00:10.114;1;3;2,78×10^-05;5,69×10^-06;1,42×10^-12;1,96×10^-13;2,00×10^-10;2,60×10^-12;6,97×10^-11;8,01×10^-12;2,93×10^-11;5,23×10^-14;1,26×10^-09;8,51×10^-12;2,68×10^-10;1,24×10^-11;7,53×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1679619442;0,9314641613;78,9447289;19,955845
6095,583;1785412811,981;07/30/2026_14:00:11.981;1;3;2,79×10^-05;5,67×10^-06;1,45×10^-12;2,03×10^-13;2,00×10^-10;2,60×10^-12;6,94×10^-11;7,74×10^-12;2,94×10^-11;7,26×10^-14;1,26×10^-09;8,56×10^-12;2,69×10^-10;1,27×10^-11;9,99×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1677366375;0,9516327366;78,89904185;19,98158877
6097,449;1785412813,847;07/30/2026_14:00:13.847;1;3;2,78×10^-05;5,65×10^-06;1,38×10^-12;1,78×10^-13;2,01×10^-10;2,62×10^-12;7,01×10^-11;7,91×10^-12;2,93×10^-11;5,10×10^-14;1,27×10^-09;8,52×10^-12;2,69×10^-10;1,26×10^-11;7,17×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1688233566;0,9425993593;78,89758471;19,99099257
6099,315;1785412815,713;07/30/2026_14:00:15.713;1;3;2,77×10^-05;5,60×10^-06;1,40×10^-12;2,47×10^-13;2,02×10^-10;2,60×10^-12;6,99×10^-11;8,06×10^-12;2,94×10^-11;7,08×10^-14;1,26×10^-09;8,60×10^-12;2,69×10^-10;1,25×10^-11;7,63×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1678876927;0,9387838956;78,86974444;20,02358397
6101,182;1785412817,58;07/30/2026_14:00:17.580;1;3;2,78×10^-05;5,68×10^-06;1,41×10^-12;1,53×10^-13;2,01×10^-10;2,63×10^-12;7,01×10^-11;7,99×10^-12;2,93×10^-11;6,22×10^-14;1,27×10^-09;8,56×10^-12;2,68×10^-10;1,24×10^-11;9,41×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1693089583;0,9294548729;78,97661482;19,92462135
6103,048;1785412819,446;07/30/2026_14:00:19.446;1;3;2,77×10^-05;5,56×10^-06;1,37×10^-12;2,04×10^-13;2,01×10^-10;2,55×10^-12;7,00×10^-11;7,88×10^-12;2,93×10^-11;8,15×10^-14;1,26×10^-09;8,60×10^-12;2,71×10^-10;1,27×10^-11;8,79×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1647603712;0,9517908501;78,76124707;20,12220171
6104,915;1785412821,313;07/30/2026_14:00:21.313;1;3;2,79×10^-05;5,65×10^-06;1,42×10^-12;1,90×10^-13;2,02×10^-10;2,65×10^-12;7,03×10^-11;8,08×10^-12;2,97×10^-11;5,47×10^-14;1,27×10^-09;8,62×10^-12;2,70×10^-10;1,27×10^-11;7,17×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1699675702;0,9441190578;78,90082772;19,98508565
6106,781;1785412823,179;07/30/2026_14:00:23.179;1;3;2,79×10^-05;5,72×10^-06;1,38×10^-12;1,55×10^-13;2,02×10^-10;2,61×10^-12;6,99×10^-11;7,89×10^-12;2,94×10^-11;9,87×10^-14;1,27×10^-09;8,64×10^-12;2,70×10^-10;1,27×10^-11;6,04×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4,24×10^-22;0,1677376491;0,9436957422;78,89826361;19,990303
6108,647;1785412825,045;07/30/2026_14:00:25.045;1;3;2,78×10^-05;5,65×10^-06;1,38×10^-12;1,14×10^-13;2,02×10^-10;2,56×10^-12;6,95×10^-11;7,86×10^-12;2,94×10^-11;1,16×10^-13;1,26×10^-09;8,62×10^-12;2,68×10^-10;1,24×10^-11;7,69×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1658490912;0,9336128817;78,91316432;19,9873737
6110,514;1785412826,912;07/30/2026_14:00:26.912;1;3;2,78×10^-05;5,72×10^-06;1,45×10^-12;1,24×10^-13;2,01×10^-10;2,64×10^-12;7,01×10^-11;7,97×10^-12;2,95×10^-11;8,60×10^-14;1,26×10^-09;8,57×10^-12;2,69×10^-10;1,27×10^-11;5,31×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1705904585;0,9519567589;78,87339618;20,0040566
6112,38;1785412828,778;07/30/2026_14:00:28.778;1;3;2,78×10^-05;5,70×10^-06;1,40×10^-12;1,57×10^-13;2,02×10^-10;2,57×10^-12;7,00×10^-11;7,98×10^-12;2,95×10^-11;1,10×10^-13;1,27×10^-09;8,57×10^-12;2,68×10^-10;1,26×10^-11;4,18×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1657333833;0,9414419878;78,93844477;19,95437986
6114,247;1785412830,645;07/30/2026_14:00:30.645;1;3;2,79×10^-05;5,68×10^-06;1,41×10^-12;1,80×10^-13;2,01×10^-10;2,59×10^-12;6,99×10^-11;8,03×10^-12;2,94×10^-11;1,48×10^-13;1,27×10^-09;8,63×10^-12;2,68×10^-10;1,26×10^-11;3,62×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1670486553;0,9408004445;78,97690474;19,91524616
6116,113;1785412832,511;07/30/2026_14:00:32.511;1;3;2,79×10^-05;5,70×10^-06;1,47×10^-12;1,96×10^-13;2,02×10^-10;2,59×10^-12;7,05×10^-11;8,12×10^-12;2,96×10^-11;1,48×10^-13;1,27×10^-09;8,68×10^-12;2,69×10^-10;1,26×10^-11;3,16×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1667095275;0,9400796841;78,92478618;19,96842461
6117,979;1785412834,377;07/30/2026_14:00:34.377;1;3;2,79×10^-05;5,60×10^-06;1,42×10^-12;1,76×10^-13;2,02×10^-10;2,59×10^-12;7,02×10^-11;8,02×10^-12;2,95×10^-11;1,36×10^-13;1,26×10^-09;8,63×10^-12;2,68×10^-10;1,27×10^-11;2,80×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1673126955;0,9555422047;78,90120744;19,97593766
6119,846;1785412836,244;07/30/2026_14:00:36.244;1;3;2,79×10^-05;5,70×10^-06;1,42×10^-12;1,86×10^-13;2,01×10^-10;2,58×10^-12;6,97×10^-11;7,84×10^-12;2,95×10^-11;1,87×10^-13;1,26×10^-09;8,58×10^-12;2,67×10^-10;1,26×10^-11;4,19×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1672669749;0,9440196936;78,94639995;19,94231338
6121,712;1785412838,11;07/30/2026_14:00:38.110;1;3;2,79×10^-05;5,68×10^-06;1,42×10^-12;1,85×10^-13;2,00×10^-10;2,57×10^-12;6,99×10^-11;7,86×10^-12;2,94×10^-11;2,31×10^-13;1,26×10^-09;8,69×10^-12;2,67×10^-10;1,25×10^-11;1,36×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1668400617;0,9429424101;78,92293478;19,96728274
6123,579;1785412839,977;07/30/2026_14:00:39.977;1;3;2,77×10^-05;5,66×10^-06;1,46×10^-12;1,73×10^-13;2,02×10^-10;2,54×10^-12;7,03×10^-11;8,01×10^-12;2,93×10^-11;2,21×10^-13;1,26×10^-09;8,79×10^-12;2,69×10^-10;1,28×10^-11;9,53×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1638305916;0,9562642845;78,8689264;20,01097872
6125,445;1785412841,843;07/30/2026_14:00:41.843;1;3;2,77×10^-05;5,65×10^-06;1,42×10^-12;1,97×10^-13;2,00×10^-10;2,54×10^-12;7,00×10^-11;7,94×10^-12;2,96×10^-11;2,30×10^-13;1,26×10^-09;8,77×10^-12;2,68×10^-10;1,25×10^-11;3,56×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1646514275;0,933475341;78,87799023;20,023883
6127,311;1785412843,709;07/30/2026_14:00:43.709;1;3;2,78×10^-05;5,66×10^-06;1,50×10^-12;2,35×10^-13;2,01×10^-10;2,58×10^-12;7,00×10^-11;7,87×10^-12;2,94×10^-11;2,45×10^-13;1,26×10^-09;8,70×10^-12;2,67×10^-10;1,28×10^-11;6,95×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1668013926;0,9619029889;78,96281348;19,90848213
6129,178;1785412845,576;07/30/2026_14:00:45.576;1;3;2,77×10^-05;5,67×10^-06;1,52×10^-12;2,28×10^-13;2,01×10^-10;2,54×10^-12;7,00×10^-11;7,89×10^-12;2,95×10^-11;2,50×10^-13;1,27×10^-09;8,77×10^-12;2,69×10^-10;1,28×10^-11;1,66×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1638195324;0,9588939225;78,91099228;19,96629426
6131,044;1785412847,442;07/30/2026_14:00:47.442;1;3;2,77×10^-05;5,66×10^-06;1,54×10^-12;2,77×10^-13;2,02×10^-10;2,55×10^-12;7,01×10^-11;7,87×10^-12;2,95×10^-11;2,79×10^-13;1,26×10^-09;8,76×10^-12;2,67×10^-10;1,25×10^-11;9,34×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1650925442;0,9403744188;78,94847393;19,94605911
6132,911;1785412849,309;07/30/2026_14:00:49.309;1;3;2,78×10^-05;5,56×10^-06;1,54×10^-12;2,50×10^-13;2,01×10^-10;2,51×10^-12;7,00×10^-11;7,82×10^-12;2,93×10^-11;2,63×10^-13;1,26×10^-09;8,76×10^-12;2,67×10^-10;1,25×10^-11;9,00×10^-14;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1627650077;0,94088798;78,92737853;19,96896848
6134,777;1785412851,175;07/30/2026_14:00:51.175;1;3;2,78×10^-05;5,63×10^-06;1,53×10^-12;2,57×10^-13;2,00×10^-10;2,44×10^-12;6,95×10^-11;7,82×10^-12;2,91×10^-11;2,32×10^-13;1,25×10^-09;8,75×10^-12;2,66×10^-10;1,25×10^-11;1,06×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1589534526;0,9459272729;78,96717704;19,92794224
6136,643;1785412853,041;07/30/2026_14:00:53.041;1;3;2,77×10^-05;5,67×10^-06;1,56×10^-12;2,60×10^-13;2,00×10^-10;2,52×10^-12;6,98×10^-11;7,78×10^-12;2,94×10^-11;2,56×10^-13;1,26×10^-09;8,75×10^-12;2,69×10^-10;1,27×10^-11;1,25×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1626102791;0,9479708124;78,86954627;20,01987264
6138,51;1785412854,908;07/30/2026_14:00:54.908;1;3;2,77×10^-05;5,67×10^-06;1,57×10^-12;3,05×10^-13;2,00×10^-10;2,50×10^-12;6,98×10^-11;7,78×10^-12;2,93×10^-11;2,46×10^-13;1,26×10^-09;8,81×10^-12;2,69×10^-10;1,28×10^-11;1,51×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1618894497;0,9627431338;78,8322155;20,04315192
6140,376;1785412856,774;07/30/2026_14:00:56.774;1;3;2,77×10^-05;5,72×10^-06;1,57×10^-12;2,77×10^-13;2,01×10^-10;2,56×10^-12;6,99×10^-11;7,82×10^-12;2,92×10^-11;2,31×10^-13;1,26×10^-09;8,73×10^-12;2,68×10^-10;1,26×10^-11;1,47×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,165679575;0,9479626415;78,87831314;20,00804464
6142,243;1785412858,641;07/30/2026_14:00:58.641;1;3;2,77×10^-05;5,65×10^-06;1,58×10^-12;3,07×10^-13;2,01×10^-10;2,55×10^-12;7,00×10^-11;7,85×10^-12;2,94×10^-11;2,43×10^-13;1,26×10^-09;8,72×10^-12;2,67×10^-10;1,28×10^-11;1,52×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1653676326;0,9585400168;78,91930882;19,95678353
6144,109;1785412860,507;07/30/2026_14:01:00.507;1;3;2,78×10^-05;5,70×10^-06;1,59×10^-12;2,99×10^-13;2,01×10^-10;2,62×10^-12;7,03×10^-11;7,79×10^-12;2,93×10^-11;1,54×10^-13;1,26×10^-09;8,79×10^-12;2,67×10^-10;1,27×10^-11;1,81×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1695696545;0,9506800122;78,94993717;19,92981316
6145,975;1785412862,373;07/30/2026_14:01:02.373;1;3;2,77×10^-05;5,67×10^-06;1,60×10^-12;2,65×10^-13;2,00×10^-10;2,52×10^-12;6,98×10^-11;7,75×10^-12;2,90×10^-11;1,93×10^-13;1,26×10^-09;8,83×10^-12;2,68×10^-10;1,29×10^-11;1,02×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1625883973;0,9637238754;78,88822894;19,98545879
6147,842;1785412864,24;07/30/2026_14:01:04.240;1;3;2,78×10^-05;5,59×10^-06;1,63×10^-12;2,60×10^-13;2,01×10^-10;2,62×10^-12;7,02×10^-11;7,72×10^-12;2,94×10^-11;1,65×10^-13;1,26×10^-09;8,68×10^-12;2,68×10^-10;1,28×10^-11;2,09×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1694173776;0,9564819802;78,94548037;19,92862027
6149,708;1785412866,106;07/30/2026_14:01:06.106;1;3;2,78×10^-05;5,66×10^-06;1,59×10^-12;3,50×10^-13;2,00×10^-10;2,56×10^-12;7,00×10^-11;7,81×10^-12;2,94×10^-11;1,56×10^-13;1,27×10^-09;8,84×10^-12;2,69×10^-10;1,29×10^-11;2,31×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1650139855;0,9605967741;78,88702449;19,98736475
6151,575;1785412867,973;07/30/2026_14:01:07.973;1;3;2,78×10^-05;5,65×10^-06;1,60×10^-12;3,25×10^-13;2,01×10^-10;2,60×10^-12;7,02×10^-11;7,81×10^-12;2,95×10^-11;1,29×10^-13;1,27×10^-09;8,75×10^-12;2,68×10^-10;1,27×10^-11;1,92×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1671766293;0,9458836508;78,96495533;19,92198439
6153,441;1785412869,839;07/30/2026_14:01:09.839;1;3;2,78×10^-05;5,73×10^-06;1,63×10^-12;3,62×10^-13;2,02×10^-10;2,57×10^-12;7,06×10^-11;7,77×10^-12;2,93×10^-11;1,23×10^-13;1,27×10^-09;8,70×10^-12;2,69×10^-10;1,27×10^-11;2,17×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1653736142;0,949150668;78,89893176;19,98654396
6155,307;1785412871,705;07/30/2026_14:01:11.705;1;3;2,78×10^-05;5,68×10^-06;1,58×10^-12;3,07×10^-13;2,01×10^-10;2,59×10^-12;7,01×10^-11;7,77×10^-12;2,94×10^-11;1,24×10^-13;1,27×10^-09;8,67×10^-12;2,68×10^-10;1,26×10^-11;2,13×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1667025198;0,9430717455;79,0048392;19,88538654
6157,174;1785412873,572;07/30/2026_14:01:13.572;1;3;2,78×10^-05;5,71×10^-06;1,54×10^-12;2,97×10^-13;2,01×10^-10;2,57×10^-12;6,99×10^-11;7,73×10^-12;2,93×10^-11;4,45×10^-14;1,26×10^-09;8,59×10^-12;2,69×10^-10;1,28×10^-11;2,39×10^-13;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,1658426309;0,954923176;78,89967495;19,97955925
